Key,Issue Type,Summary,Status,Created,Backlog,Cancelled,Code Review,Completed,Deployed to production,Done,Draft,In Development,In preprod testing,In Progress,In team environment testing,Open,PAUSED,Peer Review,Ready For Development,Ready for preprod testing,Ready for refinement,Ready For Release,Ready for sign-off,Ready for team environment testing,Ready for testing,Ready to deploy to production,Refinement,Refinement Ready,Released,Researching,Review Ready,Signed off,Sprint ready,Testing,To Do,TODO,Will Not Implement
EPA-83888,Story,Implement Automated Test Coverage,To Do,2025-05-02 21:13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2h 27m,-,-
EPA-24453,Epic,Setup Epic Analyzer Project Structure,To Do,2025-05-02 21:10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2h 30m,-,-
EPA-12224,Bug,Enhance Epic Analyzer Module,To Do,2025-05-02 16:34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7h 6m,-,-
EPA-12193,Sub-task,Implement Automated Test Coverage,Completed,2025-05-02 12:00,-,-,-,8h 5m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3h 36m,0m,-,-
EPA-21719,Technical Story,Configure SLA Review Template,To Do,2025-05-02 11:57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11h 43m,-,-
EPA-16095,Story,Enhance Epic Analyzer Module,Signed off,2025-05-02 10:33,-,-,-,-,-,-,-,1h 16m,-,-,3h 35m,-,-,3m,-,-,-,-,38m,8m,-,-,-,-,-,-,-,7h 27m,-,-,0m,-,-
EPA-11162,Sub-task,Implement Automated Test Coverage,To Do,2025-05-02 09:24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14h 16m,-,-
EPA-30352,Sub-task,Implement Automated Test Coverage,To Do,2025-05-02 09:23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14h 17m,-,-
EPA-24643,Sub-task,Implement Automated Test Coverage,To Do,2025-05-02 09:21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14h 19m,-,-
EPA-13518,Sub-task,Implement Automated Test Coverage,In Progress,2025-05-02 09:21,-,-,-,-,-,-,-,-,-,14h 19m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-48460,Story,Enhance Epic Analyzer Module,To Do,2025-05-01 14:25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1d 9h 15m,-,-
EPA-29591,Epic,Setup Epic Analyzer Project Structure,To Do,2025-05-01 03:34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1d 20h 6m,-,-
EPA-14641,Sub-task,Enhance Epic Analyzer Module,Completed,2025-04-30 14:03,-,-,-,2d 9h 37m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-24749,Automation,Implement Automated Test Coverage,In Progress,2025-04-30 12:28,-,-,-,-,-,-,-,-,-,2d 11h 9m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3m,-,-
EPA-69179,Sub-task,Implement Automated Test Coverage,Completed,2025-04-30 12:27,-,-,-,2d 11h 13m,-,-,-,-,-,0m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-28525,Sub-task,Implement Automated Test Coverage,Completed,2025-04-30 11:15,-,-,-,11h 42m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 0h 43m,0m,-,-
EPA-11273,Task,Enhance Epic Analyzer Module,To Do,2025-04-30 11:03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 12h 37m,-,-
EPA-28240,Story,Enhance Epic Analyzer Module,Ready for refinement,2025-04-30 10:55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 12h 45m,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-20415,Sub-task,Enhance Epic Analyzer Module,Completed,2025-04-29 13:45,-,-,-,2d 8h 46m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1d 1h 9m,-,-
EPA-31356,Sub-task,Enhance Epic Analyzer Module,Completed,2025-04-29 13:44,-,-,-,2d 13h 16m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20h 40m,-,-
EPA-14484,Sub-task,Implement Automated Test Coverage,Completed,2025-04-29 12:15,-,-,-,2d 12h 32m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22h 52m,0m,-,-
EPA-26663,Sub-task,Implement Automated Test Coverage,Completed,2025-04-29 09:40,-,-,-,3d 13h 45m,-,-,-,-,-,15m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-32452,Story,Enhance Epic Analyzer Module,Ready for refinement,2025-04-23 17:27,4d 19h 29m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 12h 34m,-,-,-,-,-,-,-,-,-,-,-,-,-,1d 22h 10m,-,-
EPA-32992,Sub-task,Implement Automated Test Coverage,Completed,2025-04-28 09:34,-,-,-,3d 11h 50m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19h 34m,6h 42m,-,-
EPA-19466,Sub-task,Implement Automated Test Coverage,Completed,2025-04-28 09:32,-,-,-,4d 7h 25m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6h 43m,0m,-,-
EPA-93856,Story,Enhance Epic Analyzer Module,Deployed to production,2025-04-25 15:21,-,-,-,-,2d 2h 17m,-,-,2d 21h 45m,-,-,22h 51m,-,-,5m,-,-,-,-,2h 56m,22h 16m,-,-,-,-,-,-,-,7h 20m,-,-,49m,-,-
EPA-15598,Bug,Configure SLA Review Template,Peer Review,2025-04-25 14:07,-,-,-,-,-,-,-,22h 31m,-,-,-,-,-,3d 13h 0m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 22h 2m,-,-
EPA-21286,Story,Enhance Epic Analyzer Module,Signed off,2025-04-24 15:19,-,-,-,-,-,-,-,-,-,49m,2d 0h 43m,-,-,5d 17h 0m,-,-,-,-,2h 13m,2h 8m,-,-,-,-,-,-,-,9h 29m,-,-,0m,-,-
EPA-21208,Task,Enhance Epic Analyzer Module,Completed,2025-04-24 08:54,-,-,-,1w 0d 14h 31m,-,-,-,1d 0h 0m,-,0m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15m,-,-
EPA-34893,Defect,Enhance Epic Analyzer Module,Completed,2025-04-23 09:43,-,-,-,1w 1d 8h 27m,-,-,-,-,-,19h 52m,-,-,-,5h 50m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3h 48m,-,-
EPA-25860,Sub-task,Implement Automated Test Coverage,Completed,2025-04-22 16:29,-,-,-,1d 10h 4m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2h 34m,1w 1d 18h 33m,-,-
EPA-44658,Sub-task,Implement Automated Test Coverage,Completed,2025-04-22 16:28,-,-,-,1d 12h 38m,-,-,-,-,-,5d 19h 42m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 22h 52m,-,-
EPA-17588,Sub-task,Implement Automated Test Coverage,Completed,2025-04-22 16:27,-,-,-,1d 8h 34m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1h 25m,1w 1d 21h 13m,-,-
EPA-81297,Sub-task,Implement Automated Test Coverage,Completed,2025-04-22 16:26,-,-,-,1w 2d 9h 30m,-,-,-,-,-,21h 44m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-65664,Task,Implement Automated Test Coverage,Completed,2025-04-22 14:51,-,-,-,6d 10h 34m,-,-,-,1d 0h 17m,-,27m,-,-,-,2d 3h 2m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18h 29m,-,-
EPA-39935,Sub-task,Implement Automated Test Coverage,Completed,2025-04-22 13:32,-,-,-,1w 3d 8h 57m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1h 10m,1m,-,-
EPA-31209,Sub-task,Implement Automated Test Coverage,Completed,2025-04-22 13:31,-,-,-,1w 3d 9h 56m,-,-,-,-,-,13m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-13163,Sub-task,Implement Automated Test Coverage,Completed,2025-04-22 11:04,-,-,-,1w 3d 7h 18m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1h 52m,3h 26m,-,-
EPA-25469,Sub-task,Implement Automated Test Coverage,Completed,2025-04-22 11:03,-,-,-,1w 3d 8h 36m,-,-,-,-,-,4h 1m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-31837,Story,Enhance Epic Analyzer Module,Ready for refinement,2025-04-22 10:58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 3d 12h 40m,-,-,-,-,-,-,-,-,-,-,-,-,-,2m,-,-
EPA-10075,Story,Enhance Epic Analyzer Module,To Do,2025-04-22 10:57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 3d 12h 43m,-,-
EPA-31507,Story,Enhance Epic Analyzer Module,Ready For Development,2025-04-22 10:52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 3d 11h 53m,-,54m,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-18395,Epic,Enhance Epic Analyzer Module,Refinement,2025-04-22 10:47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 3d 7h 53m,-,-,-,-,-,-,-,5h 0m,-,-
EPA-18325,Story,Enhance Epic Analyzer Module,In Development,2025-04-22 10:23,-,-,-,-,-,-,-,1d 9h 21m,-,-,-,-,-,-,1w 2d 2h 48m,-,27m,-,-,-,-,-,-,-,-,-,-,-,-,-,40m,-,-
EPA-14794,Sub-task,Implement Automated Test Coverage,Completed,2025-04-18 13:44,-,-,-,1w 3d 11h 1m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3h 9m,3d 19h 46m,-,-
EPA-14646,Sub-task,Implement Automated Test Coverage,Completed,2025-04-18 13:44,-,-,-,1w 3d 14h 10m,-,-,-,-,-,3d 19h 45m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2m,-,-
EPA-28600,Technical Story,Enhance Epic Analyzer Module,Deployed to production,2025-04-18 10:15,-,-,-,-,6d 10h 53m,-,-,3d 23h 5m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5h 34m,-,-,3d 21h 54m,-,-
EPA-24095,Sub-task,Enhance Epic Analyzer Module,Completed,2025-04-17 16:42,-,-,-,1w 2d 13h 54m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5d 17h 4m,-,-
EPA-79667,Sub-task,Enhance Epic Analyzer Module,Completed,2025-04-17 16:41,-,-,-,1w 1d 8h 19m,-,-,-,-,-,1d 2h 20m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5d 20h 20m,-,-
EPA-21066,Sub-task,Enhance Epic Analyzer Module,Completed,2025-04-17 16:41,-,-,-,1w 2d 14h 11m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5d 16h 48m,-,-
EPA-13438,Sub-task,Enhance Epic Analyzer Module,Completed,2025-04-17 16:41,-,-,-,12h 37m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 0d 18h 23m,-,-
EPA-34021,Sub-task,Enhance Epic Analyzer Module,To Do,2025-04-17 16:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 1d 6h 59m,-,-
EPA-22770,Sub-task,Enhance Epic Analyzer Module,Completed,2025-04-17 16:40,-,-,-,1w 2d 14h 14m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5d 16h 46m,-,-
EPA-23684,Sub-task,Enhance Epic Analyzer Module,To Do,2025-04-17 16:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 1d 7h 0m,-,-
EPA-77838,Sub-task,Enhance Epic Analyzer Module,Completed,2025-04-17 16:39,-,-,-,1d 9h 19m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 6d 21h 42m,-,-
EPA-18274,Sub-task,Implement Automated Test Coverage,Completed,2025-04-17 14:21,-,-,-,2w 0d 11h 25m,-,-,-,-,-,21h 54m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-16745,Sub-task,Enhance Epic Analyzer Module,To Do,2025-04-17 13:48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 1d 9h 52m,-,-
EPA-51427,Sub-task,Enhance Epic Analyzer Module,Completed,2025-04-17 13:47,-,-,-,2d 8h 50m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 6d 1h 2m,-,-
EPA-11362,Sub-task,Enhance Epic Analyzer Module,Completed,2025-04-17 13:29,-,-,-,2w 1d 9h 25m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46m,-,-
EPA-15027,Sub-task,Enhance Epic Analyzer Module,To Do,2025-04-17 11:16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 1d 12h 24m,-,-
EPA-30199,Sub-task,Implement Automated Test Coverage,Completed,2025-04-17 11:13,-,-,-,6h 29m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 3h 32m,1w 6d 2h 26m,-,-
EPA-26399,Sub-task,Implement Automated Test Coverage,Completed,2025-04-17 11:12,-,-,-,1w 3d 9h 56m,-,-,-,-,-,4d 21h 56m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4h 36m,-,-
EPA-87431,Sub-task,Enhance Epic Analyzer Module,To Do,2025-04-17 11:12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 1d 12h 28m,-,-
EPA-16159,Sub-task,Enhance Epic Analyzer Module,Completed,2025-04-17 11:10,-,-,-,2d 13h 13m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 5d 23h 17m,-,-
EPA-28486,Sub-task,Implement Automated Test Coverage,Completed,2025-04-17 11:07,-,-,-,1w 1d 12h 56m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20h 16m,6d 3h 21m,-,-
EPA-13666,Sub-task,Implement Automated Test Coverage,In Progress,2025-04-17 10:52,-,-,-,-,-,-,-,-,-,3d 9h 6m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 5d 3h 42m,-,-
EPA-40226,Sub-task,Implement Automated Test Coverage,In Progress,2025-04-17 10:41,-,-,-,-,-,-,-,-,-,3d 9h 6m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 5d 3h 53m,-,-
EPA-66016,Sub-task,Enhance Epic Analyzer Module,Completed,2025-04-17 10:41,-,-,-,3d 9h 6m,-,-,-,-,-,6d 3h 29m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,6d 0h 24m,-,-
EPA-22234,Automation,Implement Automated Test Coverage,Completed,2025-04-17 10:34,-,-,-,2d 11h 9m,-,-,-,-,-,1w 5d 22h 36m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3h 21m,-,-
EPA-17723,Sub-task,Enhance Epic Analyzer Module,Completed,2025-04-17 10:09,-,-,-,1w 2d 14h 15m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5d 23h 16m,-,-
EPA-23783,Sub-task,Enhance Epic Analyzer Module,Completed,2025-04-16 12:58,-,-,-,2w 2d 8h 49m,-,-,-,-,-,3m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1h 50m,-,-
EPA-20235,Sub-task,Implement Automated Test Coverage,Completed,2025-04-16 12:57,-,-,-,2w 2d 10h 12m,-,-,-,-,-,0m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27m,3m,-,-
EPA-77406,Spike,Enhance Epic Analyzer Module,To Do,2025-04-16 12:03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 2d 11h 37m,-,-
EPA-29874,Epic,Setup Epic Analyzer Project Structure,To Do,2025-04-16 11:49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 2d 11h 51m,-,-
EPA-22417,Story,Implement Automated Test Coverage,Deployed to production,2025-04-15 14:15,-,-,-,-,2d 13h 16m,-,-,2d 5h 50m,5m,-,0m,-,-,-,4d 21h 59m,-,2m,-,-,-,-,5d 0h 32m,-,-,-,-,-,19h 15m,-,-,1d 20h 24m,-,-
EPA-22061,Task,Enhance Epic Analyzer Module,Completed,2025-04-15 10:35,-,-,-,6d 10h 30m,-,-,-,1w 0d 22h 4m,-,1m,-,-,-,-,3d 4h 30m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-30332,Bug,Enhance Epic Analyzer Module,Ready For Development,2025-04-15 10:21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 12h 34m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 1d 0h 46m,-,-
EPA-21220,Sub-task,Implement Automated Test Coverage,Completed,2025-04-14 15:11,-,-,-,1w 0d 8h 20m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1d 4h 23m,1w 2d 19h 46m,-,-
EPA-14262,Sub-task,Implement Automated Test Coverage,Completed,2025-04-14 15:10,-,-,-,2w 1d 9h 18m,-,-,-,-,-,2d 23h 11m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-14515,Story,Configure SLA Review Template,Ready For Development,2025-04-14 11:36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 2d 12h 11m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1d 23h 53m,-,-
EPA-96077,Technical Story,Enhance Epic Analyzer Module,Ready For Development,2025-04-14 10:36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 1d 12h 51m,-,5m,-,-,-,-,-,-,-,-,-,-,-,-,-,3d 0h 8m,-,-
EPA-17828,Technical Story,Enhance Epic Analyzer Module,Ready For Development,2025-04-14 10:35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 1d 12h 51m,-,5m,-,-,-,-,-,-,-,-,-,-,-,-,-,3d 0h 9m,-,-
EPA-32488,Task,Enhance Epic Analyzer Module,Done,2025-04-14 10:27,-,-,-,-,-,2w 4d 12h 57m,-,15m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1m,-,-
EPA-18815,Technical Story,Enhance Epic Analyzer Module,Ready For Development,2025-04-14 08:39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 12h 2m,-,1w 0d 23h 40m,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 1d 3h 19m,-,-
EPA-67495,Technical Story,Enhance Epic Analyzer Module,Ready For Development,2025-04-14 08:38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 12h 2m,-,1w 0d 23h 40m,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 1d 3h 20m,-,-
EPA-33856,Story,Enhance Epic Analyzer Module,Will Not Implement,2025-04-11 15:43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 4d 18h 9m,-,-,0m,-,-,-,-,-,-,-,-,-,-,1h 10m,-,1w 2d 12h 38m
EPA-32965,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-04-10 16:02,-,-,-,-,2w 2d 5h 27m,-,-,2d 8h 10m,0m,-,0m,-,-,-,-,-,-,-,-,-,-,6m,-,-,-,-,-,-,-,-,3d 17h 55m,-,-
EPA-10360,Defect,Enhance Epic Analyzer Module,Completed,2025-04-10 09:57,-,-,-,3w 1d 6h 46m,-,-,-,-,-,2h 37m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4h 19m,-,-
EPA-20458,Story,Enhance Epic Analyzer Module,In Development,2025-04-10 09:24,-,-,-,-,-,-,-,11h 18m,-,-,-,-,-,-,2w 2d 0h 53m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6d 2h 5m,-,-
EPA-19345,Defect,Enhance Epic Analyzer Module,Will Not Implement,2025-04-09 15:25,-,-,-,-,-,-,-,-,-,2h 36m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22h 53m,-,3w 1d 6h 46m
EPA-33548,Sub-task,Implement Automated Test Coverage,Completed,2025-04-09 10:33,-,-,-,3w 2d 10h 48m,-,-,-,-,-,1m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2h 19m,0m,-,-
EPA-30549,Technical Story,Enhance Epic Analyzer Module,Deployed to production,2025-04-09 10:23,-,-,-,-,2w 1d 6h 43m,-,-,1w 1d 6h 15m,18m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-23180,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-04-08 12:31,-,-,-,-,2d 2h 16m,-,-,2d 0h 22m,-,-,1h 18m,-,-,6d 23h 35m,-,-,-,-,48m,28m,-,-,-,-,-,-,-,1w 0d 9h 13m,-,-,5d 21h 7m,-,-
EPA-65635,Sub-task,Implement Automated Test Coverage,Completed,2025-04-07 09:55,-,-,-,2w 3d 6h 48m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7h 29m,1w 0d 23h 28m,-,-
EPA-26842,Sub-task,Implement Automated Test Coverage,Completed,2025-04-07 09:55,-,-,-,2w 4d 14h 32m,-,-,-,-,-,6d 21h 16m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1h 57m,-,-
EPA-13134,Technical Story,Enhance Epic Analyzer Module,To Do,2025-04-04 11:14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4w 0d 12h 26m,-,-
EPA-19658,Technical Story,Enhance Epic Analyzer Module,To Do,2025-04-04 11:13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4w 0d 12h 26m,-,-
EPA-24444,Story,Enhance Epic Analyzer Module,Ready for refinement,2025-04-04 09:49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4w 0d 13h 51m,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-13416,Story,Enhance Epic Analyzer Module,Deployed to production,2025-04-04 09:31,-,-,-,-,2d 2h 16m,-,-,0m,-,-,21h 17m,-,-,1w 0d 23h 22m,1w 4d 4h 27m,-,4m,-,5d 23h 43m,-,-,-,-,-,-,-,-,10h 57m,-,-,4m,-,-
