Key,Issue Type,Summary,Status,Created,Backlog,Cancelled,Code Review,Completed,Deployed to production,Done,Draft,In Development,In preprod testing,In Progress,In team environment testing,Open,PAUSED,Peer Review,Ready For Development,Ready for preprod testing,Ready for refinement,Ready For Release,Ready for sign-off,Ready for team environment testing,Ready for testing,Ready to deploy to production,Refinement,Refinement Ready,Released,Researching,Review Ready,Signed off,Sprint ready,Testing,To Do,TODO,Will Not Implement
EPA-31155,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-19 13:44,-,-,-,2M 0w 5d 10h 32m,-,-,-,-,-,5d 21h 31m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54m,-,-
EPA-20853,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-19 13:11,-,-,-,2M 0w 4d 8h 46m,-,-,-,-,-,1h 3m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6d 23h 41m,-,-
EPA-93663,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-19 13:10,-,-,-,2M 0w 4d 10h 13m,-,-,-,-,-,4h 11m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6d 19h 5m,-,-
EPA-48190,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-19 13:10,-,-,-,2M 0w 4d 14h 25m,-,-,-,-,-,4d 17h 42m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 1h 23m,-,-
EPA-33276,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-19 13:10,-,-,-,2M 0w 4d 14h 25m,-,-,-,-,-,4d 17h 42m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 1h 23m,-,-
EPA-21020,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-19 13:09,-,-,-,2M 0w 5d 10h 31m,-,-,-,-,-,1d 1h 13m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4d 21h 42m,5m,-,-
EPA-25347,Sub-task,Implement Automated Test Coverage,Completed,2025-02-19 12:05,-,-,-,2M 0w 2d 11h 58m,-,-,-,-,-,16h 59m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 1d 5h 38m,-,-
EPA-10436,Sub-task,Implement Automated Test Coverage,Completed,2025-02-19 12:04,-,-,-,2M 0w 3d 4h 56m,-,-,-,-,-,1w 1d 5h 38m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1m,-,-
EPA-32462,Spike,Enhance Epic Analyzer Module,Completed,2025-02-19 10:26,-,-,-,2M 0w 5d 8h 55m,-,-,-,-,-,6h 20m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5d 20h 58m,-,-
EPA-80568,Epic,Enhance Epic Analyzer Module,PAUSED,2025-02-18 15:14,-,-,-,-,-,-,-,-,-,-,-,-,2d 13h 25m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2M 1w 2d 18h 0m,-,-
EPA-19655,Epic,Enhance Epic Analyzer Module,PAUSED,2025-02-18 15:14,-,-,-,-,-,-,-,-,-,-,-,-,2d 13h 25m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2M 1w 2d 18h 1m,-,-
EPA-27295,Epic,Enhance Epic Analyzer Module,Researching,2025-02-18 15:13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2M 1w 5d 7h 10m,-,-,-,-,16m,-,-
EPA-32568,Epic,Enhance Epic Analyzer Module,PAUSED,2025-02-18 15:13,-,-,-,-,-,-,-,-,-,-,-,-,2d 13h 26m,-,-,-,-,-,-,-,-,-,-,-,-,2M 1w 2d 17h 44m,-,-,-,-,17m,-,-
EPA-39381,Epic,Enhance Epic Analyzer Module,Released,2025-02-18 15:11,-,-,-,-,-,-,-,-,-,-,-,0m,-,-,-,-,-,-,-,-,-,-,-,-,1w 3d 11h 10m,2M 0w 1d 20h 0m,-,-,-,-,18m,-,-
EPA-28010,Automation,Implement Automated Test Coverage,Completed,2025-02-18 11:47,-,-,-,1M 4w 0d 12h 40m,-,-,-,-,-,1w 4d 4h 4m,-,-,-,17h 31m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3d 0h 39m,-,-
EPA-32049,Story,Enhance Epic Analyzer Module,Ready for refinement,2025-02-18 10:08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4w 1d 13h 39m,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 6d 5h 34m,-,3w 2d 17h 19m
EPA-28133,Story,Enhance Epic Analyzer Module,Ready for refinement,2025-02-18 10:08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4w 1d 13h 39m,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 6d 5h 34m,-,3w 2d 17h 19m
EPA-20731,Story,Enhance Epic Analyzer Module,Ready for refinement,2025-02-18 10:07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4w 1d 13h 39m,-,-,-,-,-,-,-,-,-,-,-,-,-,1M 0w 6d 6h 30m,-,1w 0d 16h 24m
EPA-21738,Story,Enhance Epic Analyzer Module,Ready for refinement,2025-02-18 10:07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4w 1d 13h 38m,-,-,-,-,-,-,-,-,-,-,-,-,-,1M 0w 6d 6h 30m,-,1w 0d 16h 25m
EPA-87154,Technical Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-18 09:27,-,-,-,-,2M 0w 6d 7h 13m,-,-,2d 4h 5m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4d 1h 35m,-,-,20m,-,-
EPA-92795,Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-17 12:53,-,-,-,-,2M 0w 4d 8h 8m,-,-,5h 0m,-,-,5h 35m,-,-,39m,3d 21h 26m,-,1d 0h 39m,-,18h 48m,20h 37m,-,-,-,-,-,-,-,3h 46m,-,-,1d 21h 9m,-,-
EPA-11532,Story,Enhance Epic Analyzer Module,Will Not Implement,2025-02-17 12:48,-,-,-,-,0m,-,2m,-,-,-,-,-,-,-,-,-,5h 48m,-,-,-,-,-,-,-,-,-,-,-,-,-,1d 22h 26m,-,2M 1w 4d 5h 36m
EPA-25776,Sub-task,Implement Automated Test Coverage,Completed,2025-02-17 09:58,-,-,-,1M 3w 5d 14h 57m,-,-,-,-,-,18h 46m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 3d 2h 59m,-,-
EPA-49789,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-17 09:57,-,-,-,1M 3w 0d 12h 45m,-,-,-,-,-,2w 6d 20h 4m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 3h 55m,-,-
EPA-23839,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-17 09:53,-,-,-,1M 3w 5d 14h 58m,-,-,-,-,-,2w 1d 17h 51m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 3h 58m,-,-
EPA-21123,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-17 09:51,-,-,-,1M 3w 5d 14h 58m,-,-,-,-,-,2w 3d 21h 51m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-18585,Technical Story,Enhance Epic Analyzer Module,To Do,2025-02-16 18:51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2M 2w 0d 3h 49m,-,-
EPA-26207,Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-14 14:47,-,-,-,-,2M 0w 6d 7h 13m,-,-,0m,-,-,2d 22h 59m,-,-,23h 21m,1d 1h 5m,-,-,-,44m,1d 19h 35m,-,-,-,-,-,-,-,5h 21m,-,-,2d 23h 35m,-,-
EPA-19729,Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-14 14:45,-,-,-,-,2M 1w 3d 8h 31m,-,-,0m,14m,-,-,-,-,-,2d 0h 36m,4h 0m,-,-,-,-,-,1h 32m,-,-,-,-,-,19h 51m,-,-,2d 21h 10m,-,-
EPA-29436,Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-14 06:55,-,-,-,-,2M 0w 6d 7h 13m,-,-,4d 1h 2m,-,-,1h 16m,-,-,1h 11m,0m,-,-,-,1h 1m,2h 12m,-,-,-,-,-,-,-,6d 1h 1m,-,-,48m,-,-
EPA-48284,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-13 09:58,-,-,-,2M 2w 3d 7h 21m,-,-,-,-,-,2h 17m,-,-,-,14m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2h 49m,-,-
EPA-17705,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-13 09:57,-,-,-,2M 2w 3d 10h 7m,-,-,-,-,-,1h 4m,-,-,-,1h 32m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-96516,Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-13 09:48,-,-,-,-,2M 1w 2d 13h 59m,-,-,5h 34m,-,-,2d 22h 17m,-,-,-,-,-,-,-,20h 0m,1d 0h 30m,-,-,-,-,-,-,-,2d 22h 31m,-,-,1m,-,-
EPA-10504,Technical Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-12 17:27,-,-,-,-,2M 0w 4d 8h 46m,-,-,1d 1h 22m,-,-,-,-,-,-,-,-,6d 19h 36m,-,-,-,-,33m,-,-,-,-,-,5d 22h 55m,-,-,2m,-,-
EPA-28870,Story,Enhance Epic Analyzer Module,To Do,2025-02-12 17:24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2M 2w 4d 5h 16m,-,-
EPA-20148,Story,Enhance Epic Analyzer Module,To Do,2025-02-12 17:24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2M 2w 4d 5h 16m,-,-
EPA-41106,Story,Enhance Epic Analyzer Module,To Do,2025-02-12 17:23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2M 2w 4d 5h 16m,-,-
EPA-26111,Story,Enhance Epic Analyzer Module,To Do,2025-02-12 17:23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2M 2w 4d 5h 17m,-,-
EPA-41316,Story,Enhance Epic Analyzer Module,Ready for refinement,2025-02-12 17:15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2M 2w 4d 5h 15m,-,-,-,-,-,-,-,-,-,-,-,-,-,9m,-,-
EPA-31415,Story,Enhance Epic Analyzer Module,Ready for refinement,2025-02-12 17:14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2M 2w 4d 5h 16m,-,-,-,-,-,-,-,-,-,-,-,-,-,10m,-,-
EPA-24187,Story,Enhance Epic Analyzer Module,To Do,2025-02-12 17:06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2M 2w 4d 5h 34m,-,-
EPA-26001,Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-12 16:54,-,-,-,-,2w 3d 10h 13m,-,-,2d 9h 22m,-,-,1d 5h 3m,-,-,5d 15h 10m,4d 19h 38m,-,4w 0d 20h 37m,-,6d 23h 50m,48m,-,-,-,-,-,-,-,4d 20h 35m,-,-,1w 0d 0h 29m,-,-
EPA-87261,Automation,Enhance Epic Analyzer Module,Completed,2025-02-12 16:45,-,-,-,2M 2w 2d 9h 51m,-,-,-,-,-,1d 19h 51m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13m,-,-
EPA-27621,Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-12 16:45,-,-,-,-,2w 3d 10h 13m,-,-,1w 2d 22h 27m,-,-,4d 19h 9m,-,-,3d 2h 40m,1w 2d 1h 53m,-,1w 6d 17h 41m,-,1w 2d 5h 49m,1h 1m,-,-,-,-,-,-,-,4d 20h 33m,-,-,1w 0d 0h 29m,-,-
EPA-15257,Story,Enhance Epic Analyzer Module,To Do,2025-02-12 16:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2M 2w 4d 6h 0m,-,-
EPA-81384,Technical Story,Fix SLA Breach Alert Issue,To Do,2025-02-12 16:18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2M 2w 4d 6h 22m,-,-
EPA-32853,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-02-12 15:01,-,-,-,-,2w 1d 6h 44m,-,-,6d 7h 57m,-,-,3d 2h 53m,-,-,1w 1d 18h 51m,3w 4d 21h 34m,-,2w 1d 20h 36m,-,2d 23h 21m,23h 3m,-,-,-,-,-,-,-,2h 41m,-,-,0m,-,-
EPA-34240,Spike,Enhance Epic Analyzer Module,Completed,2025-02-12 14:53,-,-,-,1M 3w 0d 12h 32m,-,-,-,-,-,1w 5d 0h 48m,-,-,-,-,-,-,21h 52m,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 0d 20h 35m,-,-
EPA-31413,Story,Configure SLA Review Template,Deployed to production,2025-02-12 13:42,-,-,-,-,1w 4d 14h 30m,-,-,1w 1d 2h 26m,4d 23h 9m,-,-,-,-,21h 31m,4d 23h 55m,-,4d 21h 10m,-,-,-,-,-,-,-,-,-,-,-,-,-,1M 1w 6d 22h 17m,-,-
EPA-80729,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-02-12 13:00,-,-,-,-,2M 2w 3d 8h 30m,-,-,0m,-,-,17h 55m,-,-,-,-,-,-,-,43m,1h 35m,-,1h 2m,-,-,-,-,-,2h 18m,-,-,1h 38m,-,-
EPA-33608,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-12 09:48,-,-,-,2M 2w 3d 16h 30m,-,-,-,-,-,17m,-,-,-,20h 5m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-58697,Sub-task,Configure SLA Review Template,Completed,2025-02-12 09:47,-,-,-,2M 1w 3d 11h 56m,-,-,-,-,-,1w 0d 22h 32m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2h 25m,0m,-,-
EPA-24380,Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-11 13:59,-,-,-,-,2M 1w 2d 13h 59m,-,-,0m,-,-,1h 9m,-,-,0m,-,-,-,-,22h 8m,5d 16h 0m,-,-,-,-,-,-,-,2d 22h 32m,-,-,4h 53m,-,-
EPA-32691,Technical Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-11 12:43,-,-,-,-,2M 1w 2d 13h 59m,-,-,15m,-,-,2d 3h 22m,-,-,16m,-,-,-,-,-,3d 21h 23m,-,-,-,-,-,-,-,3d 18h 37m,-,-,4m,-,-
EPA-27583,Story,Configure SLA Review Template,Deployed to production,2025-02-11 11:15,-,-,-,-,2M 0w 2d 9h 17m,-,-,23h 33m,-,5d 0h 30m,6h 8m,-,-,-,-,-,-,-,23h 19m,1h 21m,-,-,-,-,-,-,-,1w 1d 22h 27m,-,-,20h 49m,-,-
EPA-30324,Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-11 09:49,-,-,-,-,2M 1w 2d 13h 59m,-,-,21h 44m,-,-,9h 41m,-,-,17h 7m,6h 24m,-,-,-,2d 18h 21m,23h 6m,-,-,-,-,-,-,-,3d 22h 29m,-,-,0m,-,-
EPA-70897,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-02-10 19:59,-,-,-,-,2M 1w 2d 13h 59m,-,-,20h 59m,-,-,1d 9h 49m,-,-,-,-,-,-,-,3d 17h 47m,-,-,-,-,-,-,-,-,3d 22h 29m,-,-,13h 37m,-,-
EPA-12886,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-02-10 19:43,-,-,-,-,2M 1w 2d 13h 59m,-,-,21h 9m,-,-,2d 6h 15m,-,-,-,-,-,-,-,2d 21h 11m,-,-,-,-,-,-,-,-,3d 22h 29m,-,-,13h 52m,-,-
EPA-79672,Bug,Enhance Epic Analyzer Module,Will Not Implement,2025-02-10 18:26,-,-,-,-,-,-,-,3w 1d 1h 26m,-,-,0m,-,-,-,14h 16m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,1M 4w 0d 12h 31m
EPA-20743,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-02-05 16:24,-,-,-,-,1M 0w 1d 12h 24m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1M 3w 1d 18h 30m,1d 23h 22m,-
EPA-41105,Bug,Enhance Epic Analyzer Module,Done,2025-02-05 20:59,-,-,-,-,-,2M 2w 6d 4h 18m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3d 2h 36m,1d 18h 47m,-
EPA-28716,Sub-task,Implement Automated Test Coverage,Completed,2025-02-10 11:35,-,-,-,2M 1w 3d 10h 12m,-,-,-,-,-,37m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 3d 0h 16m,-,-
EPA-70943,Sub-task,Implement Automated Test Coverage,Completed,2025-02-10 11:35,-,-,-,2M 1w 4d 10h 18m,-,-,-,-,-,12m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 2d 0h 35m,-,-
EPA-29107,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-10 11:34,-,-,-,2M 1w 4d 10h 12m,-,-,-,-,-,2d 0h 12m,-,-,-,6m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 0d 0h 36m,-,-
EPA-26547,Sub-task,Implement Automated Test Coverage,Completed,2025-02-10 11:34,-,-,-,2M 1w 6d 10h 30m,-,-,-,-,-,2d 21h 27m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4d 3h 10m,-,-
EPA-28577,Sub-task,Implement Automated Test Coverage,Completed,2025-02-10 11:33,-,-,-,2M 1w 3d 10h 7m,-,-,-,-,-,42m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 3d 0h 19m,-,-
EPA-10955,Sub-task,Implement Automated Test Coverage,Completed,2025-02-10 11:32,-,-,-,2M 1w 4d 12h 15m,-,-,-,-,-,18h 2m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 1d 4h 50m,-,-
EPA-26391,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-10 11:32,-,-,-,2M 1w 4d 10h 10m,-,-,-,-,-,1d 3h 29m,-,-,-,20h 7m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 0d 1h 21m,-,-
EPA-22445,Sub-task,Implement Automated Test Coverage,Completed,2025-02-10 11:31,-,-,-,2M 1w 6d 9h 47m,-,-,-,-,-,6d 0h 1m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1d 1h 21m,-,-
EPA-18326,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-02-10 10:13,-,-,-,-,2M 0w 6d 7h 14m,-,-,6d 0h 47m,-,-,1h 4m,-,-,2d 2h 19m,-,-,20h 2m,-,3d 22h 57m,21h 13m,-,0m,-,-,-,-,-,5h 20m,-,-,3h 31m,-,-
EPA-65149,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-02-06 15:18,-,-,-,-,2M 2w 4d 11h 55m,-,-,5h 8m,18h 49m,-,-,-,-,-,-,-,16h 18m,-,-,-,-,-,-,-,-,-,-,-,-,-,3d 3h 5m,1d 0h 7m,-
EPA-24103,Bug,Fix SLA Breach Alert Issue,Will Not Implement,2025-02-07 12:26,-,1h 49m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1h 14m,-,-,-,-,-,-,-,-,-,-,0m,2M 3w 2d 7h 12m
EPA-33989,Story,Enhance Epic Analyzer Module,Will Not Implement,2025-02-07 11:28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5d 0h 44m,3h 57m,2M 2w 4d 6h 30m
EPA-23083,Technical Story,Enhance Epic Analyzer Module,Ready for refinement,2025-02-05 14:39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2M 3w 2d 7h 10m,-,-,-,-,-,-,2d 0h 49m,-,-,-,-,-,-,-,2m,-
EPA-81262,Technical Story,Enhance Epic Analyzer Module,Will Not Implement,2025-02-05 14:35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1M 2w 3d 1h 13m,-,-,-,-,-,-,2d 0h 49m,-,-,-,-,-,-,-,6m,1M 1w 0d 5h 58m
EPA-30220,Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-05 13:28,-,-,1h 51m,-,2M 2w 3d 14h 47m,-,-,-,-,30m,-,-,-,-,-,-,-,22h 31m,3d 1h 58m,-,1d 1h 3m,-,-,-,-,-,-,2d 14h 26m,-,1m,-,5m,-
EPA-25565,Sub-task,Implement Automated Test Coverage,Will Not Implement,2025-02-05 12:31,-,1d 5h 13m,-,-,-,-,-,-,-,21h 44m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,2M 3w 2d 7h 12m
EPA-23645,Sub-task,Implement Automated Test Coverage,Completed,2025-02-05 10:35,-,-,-,2M 1w 6d 11h 12m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 2d 20h 3m,2d 4h 50m,-
EPA-23342,Sub-task,Implement Automated Test Coverage,Completed,2025-02-05 10:35,-,-,-,2M 1w 6d 11h 12m,-,-,-,-,-,1w 5d 0h 53m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-
EPA-24768,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-02-05 10:33,-,-,-,-,2M 0w 4d 8h 8m,-,-,1d 4h 54m,-,-,2h 17m,-,-,17h 33m,6d 22h 8m,-,1w 2d 18h 45m,-,10m,3h 20m,-,-,-,2d 4h 56m,-,-,-,1h 55m,-,-,-,0m,-
EPA-27932,Sub-task,Implement Automated Test Coverage,Completed,2025-02-05 10:29,-,-,-,2M 3w 2d 8h 43m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 0h 4m,-,3h 24m,-
EPA-11046,Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-05 10:17,-,-,1m,-,2M 1w 2d 13h 59m,-,-,-,-,-,3d 0h 31m,-,-,1d 14h 7m,-,-,-,-,7h 18m,35m,2h 21m,-,-,14m,-,-,-,1w 1d 18h 43m,2d 2h 17m,-,-,17m,-
EPA-27657,Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-05 10:15,-,-,-,-,2M 2w 3d 14h 47m,-,-,-,-,2h 59m,30m,-,-,-,-,-,-,-,3d 1h 29m,-,1d 1h 36m,-,-,26m,-,-,-,2d 14h 26m,22h 39m,1h 25m,-,6m,-
EPA-19068,Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-05 10:13,-,-,-,-,2M 1w 2d 14h 0m,-,-,2d 23h 49m,-,1d 3h 24m,21h 53m,-,-,17h 28m,-,-,-,-,7h 18m,-,-,-,-,11m,-,-,-,1w 1d 18h 43m,1d 1h 21m,-,-,21m,-
EPA-19300,Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-05 09:55,-,-,1h 28m,-,2M 2w 3d 14h 48m,-,-,-,-,6m,-,-,-,-,-,-,-,1h 38m,3d 1h 56m,-,4h 32m,-,-,35m,-,-,-,2d 14h 27m,1d 20h 59m,2m,-,14m,-
EPA-14656,Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-05 09:36,-,-,-,-,2M 1w 2d 14h 0m,-,-,4d 14h 42m,-,2h 24m,1d 0h 17m,-,-,8h 7m,0m,-,2d 0h 0m,-,2h 41m,3d 21h 3m,-,-,-,1h 10m,-,-,-,1d 18h 21m,2d 2h 19m,-,-,0m,-
EPA-20829,Technical Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-04 13:44,-,-,-,-,2M 1w 3d 8h 31m,-,-,4h 11m,38m,-,4d 21h 49m,-,-,-,5d 18h 33m,3h 30m,-,-,-,1d 0h 30m,-,1h 40m,-,3m,-,-,-,19h 52m,3d 1h 39m,-,-,1m,-
EPA-28226,Technical Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-04 13:43,-,-,-,-,2M 1w 3d 8h 31m,-,-,1w 0d 0h 6m,42m,1d 5h 0m,1d 23h 38m,-,-,-,-,3h 30m,-,-,-,2d 21h 17m,-,1h 35m,-,2m,-,-,-,19h 51m,1d 20h 41m,-,-,4m,-
EPA-24806,Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-04 12:02,-,-,-,-,2M 0w 3d 11h 5m,-,-,8m,-,-,2h 34m,-,-,2h 12m,6d 21h 22m,-,1w 2d 18h 45m,-,2d 20h 9m,1h 10m,-,-,-,3d 2h 33m,-,-,-,1h 47m,-,-,-,55m,-
EPA-94038,Bug,Fix SLA Breach Alert Issue,Deployed to production,2025-02-04 11:18,-,-,-,-,2M 3w 2d 7h 11m,-,-,-,-,13h 52m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 3h 49m,-,-,-,-,3h 32m,-,6h 57m,-
EPA-69556,Sub-task,Implement Automated Test Coverage,Completed,2025-02-04 09:32,-,-,-,2M 3w 5d 6h 17m,-,-,-,-,-,6h 51m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-
EPA-15968,Task,Enhance Epic Analyzer Module,Done,2025-02-03 15:01,-,-,18h 18m,-,-,2M 2w 6d 16h 7m,-,-,-,23h 26m,-,-,-,-,-,-,-,2d 6h 44m,-,-,-,-,-,-,-,-,0m,-,-,2d 15h 4m,-,1m,-
